customer,contiguous days
86dadcb03e9c11f01129bae4542a90809867808575263c3301f412854e80d220,[8]
1b62153ee21e067f7f1944b53271aa469e1da21377bb90e31f610758c8a8e7da,[8]
1479d712e56dfc2629c9cbe394380b28c24c01242f980966501a3817e61ebc16,[8]
c0fbfd2d39faccb299920feb600e5c8fb9d9018ebd44b93e06e5eeecff71cf82,[1]
0491fd4831d55813252fd4ec9f9c2caa298a84a98b23c5116eb8fe8c2a70c9ed,[8]
f046e6af79b0d58f6e0d38f3701a537a88a8780e4fa51656ef37422ec1270fc1,[8]
79925b590cfff6e77e93ba435917b1b5ccd05e2230957ebee590fa935ef0d868,[8]
dd01b814f15dd0ea83402038877c4dd972e6f0ef19db8cfaf4e1967bddd9dc10,[8]
a5984f760c4e3a6a760173326043c60c01848e1471905918ce8fed592ccb0082,[8]
fcd3e9cd9b061ee35693f3b2c887b9b876ea8fa96fc9f33f1a77bd2deb70096d,"[2, 5]"
b2b9cd6e7e290c60862698038f90eb836daffddaf296f416ad6015c745c9cdde,[8]
ddf20b48753ea3c4ae9707a8d0591d42a7d35cb11013e566b46184b5101fc7a9,[8]
88d47119e637589926fc9bc8c04ccca556264a69431c64bea7365be40fb87e4f,"[1, 1]"
76a02da0c8159133e23123b54f4caaccd59f734ba5aa4f732ec4c4e6e8e90625,[8]
44947fc3ac04012f56b8bf9d94b2f9c7c08f19b9151c8ba583c0f89db5fe431c,[8]
5d32bb286816a6e61888d46f1878d8ef21d1cb576860f24d8a3b46c760a6f195,"[1, 6]"
4aa4fa5be5c9e8f8d89af07a91d847cc05fd6c40b22e7b4b21dc857f3200b874,[8]
bd0b92a23247ea5f08e509de894e822aef95a933a7de86152bb50368362ff35b,[8]
fc4fc14925c854c89d0b77da12190c2335648730785011a619fd68600f915b6f,[8]
36ac354fe1ef2f1a2a525e754f94286e0c54efc37936918e80abee5c951add6a,[8]
e4ad75e72e7b534583dd480f4ce18d0445c930096db194bde97b6b86d127a309,[8]
2489e134705d476bf6f120ca9ff664069058eba3508a97fa785304cd49cdc848,[8]
a0c691ff6056df37af6f3260af73afccf421103bcdd4c2c2c7bb2e5fe6cdfd6f,[8]
29beca9e6fa73a0c546186fda2b0aedf8d65e8ad9a114ef4de038554a6ac5059,"[6, 1]"
ad1adae44ffe924af9cb042dfba445d443f330d6060bca62c97842e2933bbc0b,[8]
95878b5605f72a0a038ee4178668766c515e0469c64ff852929e5e9ea44d164e,[4]
020315691f83179eef51a06b57cd3c48fa763224116d9edba5d5d06073f868d5,[8]
f7ed31261940122c328a51a37f10427836272d68203bebc5fb8f9af153829303,[8]
907d86b99e333d713a127451249fc8dce5e0299f96be47949bb62c92e93b5fae,[8]
cd27c86d3ef32e6895b2d1ac2fad07b23ffac8555de47867bed48d1f16468884,[8]
7b8803275e7f0c71dee208dd3c3ea44a7e2b087ecaccc87f342955549593d87e,[8]
7c20c79b2d68b0c35ab1ff76e1595e89e902827d0aa555c9c298f292dbe90a92,[8]
406c7e59c13e2a38b63244e84d17b12f108cdcc031299bb332360e3802024e95,[8]
b1ba82886ca8650b59e7f1e3a2866d53e32e5c71233517e8747973421c16a223,"[5, 1]"
8ea341709a7d288b59739dfa90b1642cd338b6a1f91446722ca65bf8e34f5343,[8]
563efe8d071642a05287399eefd2595529ea9a6edd5c2199ed3a1ee67e5cc954,[8]
6af40426aca1f653ebb864ac45343cbf4ded5eb6c71c30e36c58edc02f6639fa,"[4, 3]"
1f902a718d3da2aa0f7e97f7e7560748c00c246d84fb26f8aa36e5bb5e917926,[8]
1988c2c982d553a6ea95f50e8a50c013498dd676bbab27bd932f41b12eaf1069,[8]
ffc587619d9a52741618ef83b210e9104d95f7bc86fdccb9d835167819a28561,[8]
6a36138429012f7d18f65fe6f5b422722083c580926de1dc6d8c923965ccc9cd,[8]
d8f8e8ec7fea6aeb88825720b5c955bb94ee9fe499652651670433f9d77fdf55,[8]
8edabab98ca8d1552b829240429decc23dce6cbcb560a11b66f26786621cb30a,[8]
713e025e0ee88aefe519f599c7a42c436fc5678182a4b8139b76b9e0db15acbd,[3]
ef94538a4094abe87d53727ea9d6245058009542e17506cedab48408379c46db,[6]
4f9cefe525dded023a96203af10cffb00c16025ca853528d25a81d64909ec648,"[2, 5]"
9086968bd31f48d242aa761e497d5316a354a52c8b59d39458d5bddac1a361e2,[8]
4fc5df141c96b29b677c3a96ac2ed65b21ee662352ce582b2f38b38b8d1969ce,[8]
df66ea9e431fc3505e3b01b644cffdf2ed5cb2bebaeb11dc6053388121affedf,[8]
f9e0e19d882de608a35e10eefb0d362404c8682c780a81227f7b3949c65589d2,[8]
c9fbdb00bf18ab97d85e49e649f5dd27e813d232863be8d8144bad191905bfd9,[8]
99843569ec726fce48e14b10bc1eb69d4d7ba38e60e549b632850ed1596803a5,[6]
f737f09c26c6afd10c5f4353abb124e6f4a78cad882ddcab7bc33019339c526d,[4]
21de70946c8382501dadbc20ebc595847783f14be272cc08e3e8a466914d0af6,[8]
223226f7ca8b9fc8b767eda1a02fb3ea913d771225b4252819e6a6304fd2b9c4,[8]
23b4580a0fdbd1a6cfb8f14a78dd5031c54edfdce376f7d331e64f4f4452b7fc,[8]
2768a94315c0344633028ce452f7afa6611319ee87d5206e3ced25d2f77eaa1f,[8]
574c178d71c50b287e31a0e8dd6bbf846b91f9755fac6760869322344221a896,[8]
735285bbf287cf9269e4fdae28486697c13e67aa0ffcf411ea69b7342c6c75c0,[6]
c379e025ec273a9c7cd232546d7b5a0797fea2284b80ca7c339e7f176c041cc0,[8]
207addfdcbaf1aad6eb5487cf79b991c991721b72b87d6d7798bec455400db40,[6]
5b30e2d926cf24578a3e69fd813948c67bac5c6ce32dac0b9a48a102ac7493fa,[8]
c6b4ded3e8710bc6a4745447ab5d5b7f7067d7460126db5ac5aa9d180bca49e0,[8]
5b5991a210f0a1209ba8f226693a3f3864137ff9c6becc5a201b93aaca1a76de,[8]
e313e82b2d65a751194711fb88859b5e5f59ef5ce63f02b0a8e835f9d8e07060,[8]
e1e0a801cf9647e581e3cd770455cdf95f4ae8466991f9f669d89a062fa180a7,[8]
7a3a34c80859b382c8e42a0f2a522a1849ecd3b1a1af3952ea951e1b442eedd2,[8]
04ac16db148e632489146870371a0a27632f483bea536c418beacda25d72a996,[8]
37e1bfe90807181804b83899380d1dfb6eb450821fb637ec1a30ffaf6e2f15d6,[8]
dc1e5db51783291b284d144296d81f365aceb5e0bc7bfac37161274b3eb0cecb,[8]
118b6acc6321157b093eca71993e262d3e37dfef4c2124d66c0c01f796acdbdf,[1]
a7db0fe3aa259a9ff6a78801febf39862d94470a1aceb24bd23e7e5d252025c9,[7]
b6400465825c442b1d6c29aa0d5829e4390504357bbeab61f3d2d3b3a174f5c0,[8]
bda8e5c7450c3ab75ec2e8eb34140001b7efee8f65e4dd5475997bced91e6597,[8]
9e9f5350c03c5379e93c5df1ae1aa3eb5cc25e0ab9a62b49d6766b23a92bb664,[8]
65c135fb16da753ec41973466996a69a0cdd45d0332d5b3ae37177c7bf9d838e,"[3, 1]"
e9a21480b71c9e5cfbb660d6e7096ca4c60705b2b310d9fcae85ef3e8abe64a1,[7]
11c4faa9779a184ea3786390fcf2a9fcc3473e3b0d5001768d081944bd3e9eaa,"[1, 6]"
73bda2771cf9d9979e2d746df055b65795e0e3919bf76e97a5707254166c7a1f,"[3, 2]"
b88c8d9851ed6150c0059130ee488c5baffe5c4de3fb77100f1b74902c3e5f5c,[8]
c53b6461677142e428041ad7a0bd63b17b63b1d84f8b9c2233952e9fcc48a757,[8]
913dc090c14f06d6bea82e562a13f104fabff24efd7bf1349184dee4b00e7426,"[1, 1, 1]"
c3158798ed29ef97a953e34b9fcef9b4cb2346fc080e982a718ad38ab43c223b,[8]
24f3179e18d62f501561985a8c9695e564acf0a399f0bbac8102a421a56b2932,[8]
1ba936cae307d264dbf0e74fbc2c3212d3bc67233a1b173bbbf8700f4897246c,[8]
3c0e9ea5bb07851cb3fbbe758e444f4a1a53da4c164143bfaa44c6c5b308b818,[8]
3214fbddf99c0731be162472d52ddf62550c5ab571ae5bc02011100e7bba9d8c,[8]
e275c78ee39d816e9db8fc124450563db0e91b7ba3525ebaf6da776685abef58,[8]
e4f1b2578f27f476e920b3327a1d8ba10414857c78080f0162a42fa2110a3386,"[3, 2]"
ce18d5f58d28f8d57516dbd8f798746678c54b38897c74909e470b477e03f3a1,[7]
b830ec273edaa70879302892608cab3d0c409b2832227eda9fe1f05259c92231,"[3, 2]"
116807f4eb35583e4f74b8e7a66c79ffd0d77a6fe51a26e0cc7b8828148ba668,[8]
383b0f4970da6d4a92b5ac2f4d889238430040b6c3eb5b8f7d4aa7cff4667554,[8]
c868865e9a8195f9651515113fa976f8df057af101ba712d58eda935d1150b28,[8]
8dc00f55c8b908ba3f2389e9370d92f7514d100485aeaf11e5d9ea140f13332b,"[5, 1]"
5d491751054e780ba17e4a9c595ba2b44c74c304af914bad8df319e1bc7821d6,[8]
68c697b1813a23c27d9307c01bb8a337c60ed079dfe9aaa532a1fd5709bc4b68,[8]
1816e67babadbb4abdcaeb29d6a30615e5d33d613de124fa504a2d70554595d5,[7]
54b0fdf4a4bf7b6529e9172df5f3b39cd31b0258d0b9c0a4a2eaabe7b2d38255,[8]
ece6d9103a4bcd2c23ba845d7f48a8c841ea6577001ac8e608abba55c0da0f61,"[1, 1, 3]"
2d53945a8c41bbcc3c39caf626e751b48f908525c8c2631747bc92e471aa62b8,[8]
6e3b18bf5c8901f3403c7eb7732c8f7e3d83f75338c26f2f3a372f37c08c9a8c,"[2, 2, 2]"
a5d904e32f3d5d8ea42da7dc59b1fcdacb4a7693e869ddeb421b973e4121e6c9,[8]
c7622ea9ca15e99a29664ea2bd8a0e133ce72b51e5bcb348d05803247643f8c6,[7]
10ed70f3e9c5ae69f1963284592fbabb61807616c4fa0b6223e5f87a32fd6272,"[1, 1, 1]"
978a6717dd735db673fdee41b84fd401f66e525e20807776a20041db6c39877c,[8]
ee88492a3063faa81385bc8309dc20e30a1a9bed47b821e5a9b4cfce496d3ad5,[8]
f40f5a26d15960b72a3acfd3cdaf42dadcd4a5a19869524f3926e196c03ea7ce,"[2, 2]"
05a5b534b19a748d026e5354caddcf807b5a10a2cf392f3cf243c1c9be99816b,[8]
6ae1508157495fee70c58c5a58380aec61f6fbe4906ae181d8dbee3e56fc6a52,[8]
bcc86bcfc334ea523c220296f47f33f92e9bdb85ac79da80df3840b00ae800cd,[8]
fcd6ddf552b41227f45be15612af0e99272e6b16552d3c43c60ac5cb934e85d2,[8]
ade044a3315a522a4fdf2e6524de6dbed9df5462cb16075500285736bb537b8f,[8]
e2138ea1e88c8152a066fd3fc46c4587a7f6ce7a0523b8c378c7ae75bda46ed0,[8]
8a34c13866e7eb45175aea955326081f856a42c8b23d8bb0a7ad483566349a61,[8]
dedaa8e80d5a6b2b32e1b662a833c672d0890e50a0d3b71df01c6d9684e3ea2b,"[1, 4]"
6a94e980fbab1ff20ef82a584f0a27989d455f234040058cbc55fdfb804ea77a,[6]
b663ef99975f637d9f97055c248f682dbf78459c463307f42a7ba05c82a79b46,[8]
00e81e1d425e01489a45c665c6527d7fe0be0d06e8dd6320257a166d58edd680,"[3, 2]"
1a198411688c2738c5eae87dd4cbcfbd00d774a7e36f6b8f6f1a8eb3871aaf96,[7]
4048f13995a02a04addbabe86b493f0ac08f34c1c85480fa1603b088125ed722,[8]
0fe7311741e4119d631cf04bb93ce53d0674b6b7ca99b8b36e821239cd119c03,[8]
4796c9182a353b694974aa8277dc22c0c0ccb98154e058c7f49016b2da268a31,[8]
600a40e02caff574d6e2c02e36de395f0382aebbfc1049c04a725975dccc2f94,[8]
09d5102dcbf883d8bba8ddcc3ee59442f9d77991835ab6e5b72f34bdc093878c,[8]
95bb2f5cde48961c340f77c1273d0412aef135ba22c1d58f5f012dbf428e4d71,[8]
8609e3bf2b10a29f8c3ef24e9083d8db9600640f14306e03c089f28283fd3134,[4]
22e453c4aaae3ef3626f9384742152fe862a26ec31d6243a51666fe2138095d2,"[1, 2]"
25ba2ad44ea264d4b9cfc5297cb5d442ddc39cb30b2a8aaf3e4ba1894a1f35d8,[8]
79ea171bdd04ed819aaaee3d170b76a60119e63b2bc5162c7e0fdd4ac58f03ed,"[1, 1]"
62721da0fa1d3464145cc724e5cc469abd046b451c8a133ab11543efa93d6f5a,[8]
0624d19f9a3cc9c8fad487406932b33642964bbccf6d047f5fcd1ccdfc5e8ea4,[8]
1c396c6662a4ef1a1f063fc8b9fe249d8f630e0e182401e71df85e923cd3c1c5,[3]
e6d17213d7340df2651771714626a646a7fd62939c7d4a24dbc622beee90404a,"[6, 1]"
ec84175af0ee600ec013073d8b113a4e3655f75f14cb8fb1791ee3602da958aa,[8]
a6905691a06644d5e06e8b4b946207d80a7840117b15dfb09ee290628ccb4662,"[1, 6]"
257db9aca1e34986664e3cfc4cfcee1ff0642193a90f059aa6ae12497e1e4c41,"[1, 6]"
9e072b2aec14307bbdade2656b1591bbee23aad1a0051fbb547692665d600611,[8]
76be63bc0a82527ac7bea43524e964879330467806120a91d4996b18517e4348,"[1, 5]"
a060cafb20834e45e0d4cf23029e8c2fa72458287fd32b3d610753b9acc8d580,"[5, 2]"
22ec94720cff049dcb373cbd05c01012e5a6c30f02120a16f3b2355d8882e720,[8]
d3a4576fdd3022399fe063a007ba942dfb36bdfb2a9a1c29517061e655ad8e4a,[8]
0e2693fafe8e4546f6af2fe5c073057eb104a70d4542cc7bbe8c33889262311d,[8]
06923f06fbe65be7f3531c0f135e56390315f8785f3dccfce07ef08509b2bfac,"[1, 1]"
c0552f7032dbc3de2272da864fa84ab3a52a2d9246ced828a045e4c12c2b8ee6,[8]
cd64cc349bf71df7622bae139758d4ed40fb8cd7624049ba0273ff5952a7db3e,"[1, 1, 1, 2]"
253396b7844f3cae3693e9b4733bb5a80776ac265b48f54d6351ef3aaaa517db,"[1, 1]"
bd1d12f406f2f80d7cb24dcce6149263e010ae9e8733a04d21a218cd7ef4d0cd,"[2, 5]"
4337ff0ddc87a708bc7f6d225283c5892a234f9e82c48c896a1bc16c91628f43,[8]
f366f20853c14e30842af3ac7ac9606c3c70e7a52bcff157efc17606e21a1a43,[8]
4d20956f17f48996ed9c273722c8869a406b84b216be715acdf38dbfd0aa734b,"[5, 2]"
740702dcaac74a3c6f0c4fee79c79a4763ea3f6e40a665ddd838905a92fe2f66,"[4, 3]"
a7d6876ae9848aa48dad51c84edd517f3fa3bc3d164063d90237f69a8d85624f,[8]
47bbad44716599be35d82f83ffd5d8f33de643d1f49b012bad7c50a34039d381,"[2, 5]"
2cc75d55f9e5db3ca27d80bb0c414b50eb2d6ffaafc2fdbedda8d89c631b6294,[8]
979ee404814018f00270f423cec2d06626eabc9ac280cdfe0ec5f450df0ecb64,[8]
90e6a6a8491992d66fec2e06f49366589a6986cb63bdd687f8d24f7f105967e4,"[5, 2]"
76ce4157b8f934dc8e14c7027ac2f8d4c2d195f7efa0e74f24ed8748dd6da573,[8]
958415ac5127f5a06e0167d932e54de69a9f69a68385a9ce1820ac25ac7b1f51,[8]
33d9835df9d2a6d748f081e71720c0689afcf24be06c1f4d9a1d82b7ade41242,"[3, 1]"
a0776351a5f38459093c889c2d6c93e0bed68d139d1cbcee25162d491ff7cfcf,[7]
2e0c6e994363825fea6eda9e276120bbfa89c43ad87b508eef26bfaf053adb56,"[2, 1]"
37f5bf77886a5a54f755ed4e5c9dfd2e9c5f9756dde917badd6c5af0ba6b4184,"[3, 1, 2]"
85d25287729b788784bb6df76669e326b3cb22e47ffbe9e03be4c461ebbae3f4,"[3, 4]"
c5e66878fc687ae86e63f52b7d0cba1c6abbfcca3f6cb9782c85e82207ea02b8,"[4, 3]"
910f6c27e2b1872b860f6b0168c457869383bd8bd9eb6f68087b3d685a2c524e,[8]
8437daca78672fb0f2a45a1f29d955ab53360507329d27365f01e1d27706d41b,[5]
6b81ff908d57a39100c82607115deeb55691f8120640392a520b60d335cdc85b,[8]
cb91c72967bc03454153c62e56dc7cae05b4c6d5b7dbd7b930872a6793bbfbd9,"[3, 4]"
8a3a1982aa24b256d6e7101d5d5da57e3bddd1c37355a6c960550b952c213efb,[8]
5e3438886106d08614b0fa237ddcfe79429839c01d8d62e6954a7510a60c1626,[5]
d643346921aac90db2ec1a1f1d5764759a8b46696b7b7fc9fcd42866d168ab66,[4]
4a8a777fdff36561bff7236c9c293a4684babfb2f00489b9222584774c0b4de1,[8]
d2faa868a7593e79abd6f3d687d496f3b23eaccd63a985684db930c96681a2e1,[8]
56f9fbb1c18c38bd12cbf45655bb72d350cc334128d96d855fb55bc7540e04ec,[8]
8f20de098a5e51a4884616686963ecf6687416a4ad173649deb480d3c415559c,"[1, 2, 3]"
2321eec397b0d08c0fdfe83e7c6075027764390106ff091b029592e27a9c7903,[8]
01d7ec476f9b089a3ec700fb9e1b444be50528e7c290b28118090c1f37a93741,[7]
9d5cef07d8bc239c0b967904a7f742a6ab164e75ef3209a224482d993046d369,[8]
967841a1c682dfd3ecc3a92ccf1f870ad32cf4e9ef9d7358ceaaf18e4af7334b,[8]
e9e34d89f3c7cf20950b6d17600cff27d2f200dbd77576378d0878f5615d82b5,[4]
3aeb9417bdc0bfa4b0b715602cac75ddd5b7631a073c897a2694e69119c3f5ce,"[2, 1, 1, 1]"
19fbfdacf0f2d3ab84ba290b14e9cb5aa69d7ce4c9ef98f759102af946d88719,[8]
d8254eccfd72d83439ea49a4e49d607df110b3ba26662657ea34721c227c520f,[8]
10e4d796922983ce4308bc061b1b811f0dd42f2a7120c80d6653361ad5a8df0f,[8]
e1b1ce8971335096fa0b0f42502e243952b070f9238a88e206393e252af3f1a2,[8]
1fd0bf9e3f71ddebbb834028e348faa41d87f04eae4d1024286ced024a021127,"[5, 2]"
a557d839fdf305f48cae46a6526d05321c2131b86fd9521d796dbd235f8e4449,[8]
ee355aabe64f04a9ca57cca1b04426a5af75182b3d9286f6644bf76de4504370,[8]
f2fb15651246b4e5f6ac90130e00947e4af86c0a150ac90e9066b1262c9ab335,[8]
0529754b7c0dd6947cd9590b740625c280f445d13ae9fafe90c3289bc0d9a6ea,[8]
c298466b7a6023bbe5d8385ef75264ac345aff8245bb51442cf6a476f9fc4d16,"[6, 1]"
a275a962ed31641f4d04b2e654239023e6a45a9f67667a32c725584d8bb8f3dd,"[1, 3, 1]"
8e71f6f3d5a5dc6f67d7b594f7131035ac9c9303bd4442d02e95ff27a5b3cad2,[8]
f7eb1bf8b791d1f2e4cd8e8a4c215c2b5d5fa79f2e23bc747bc062879235600e,[8]
2aee481a4de9dd8afe10075c1d265e82c848b3afef915795a7c24ebbdae89748,[8]
00224af76024afc5a6e6668474068b944297e0ea9e0334cc9f04847e32799d3f,[8]
5028cae5e2af0f169c6d220184fe600bdb912f56dde497897d97a29619b613c8,[8]
5b1c221123dee10a3f976c28bc3ca0758f853c3fbe9697a13e4a989dfc4e77bf,[6]
124cabe1ce781190fb5f476104bc20ed5cf250c795548efce82999f3869087f6,"[3, 4]"
497e0b2154f795e42d3fec21ad9d73fc17825e25bcd496f20deac328a675318a,[6]
2268a76932eed37fcff8f6b3dec3c32e08a0e22de64614598e58658cd8f85c11,[8]
9ac2759f69903910bb6d6c0e8d7098a186690e8ff05bbca42227241315b85d1d,[8]
1e938276e794609d9a814f42dad6c319cb67cdb4c1ea5705775ae68760b2d222,"[3, 2]"
1e25c5d540342c0d418999d9db746a8552b787f785b3de4af98ff9f38b93161c,[8]
2bce768dead77ab8b46aea95d804a4d56f23fbad3abbe74f3cc2fea6f4b6b4e1,[8]
24b65695c5bc04f6101c991e939a945e25e0f1eec6c9be48fba5525ef0a1c202,"[1, 3]"
7efd4bfbd42b59726710aeffe7f8072f35f997a78d913acc490a7e65cfc52e6b,"[1, 4, 1]"
6c38bfdf15d7de7de0b2ab78f6f806c856ecfbe21cbcc711fd041201e017ea67,[1]
a64558d2a4c2d7ac7d393cb1d49675609bf3beb796f92fcd6d4c5768bf71ba5b,"[1, 1, 2, 1]"
23ee9b8a0ef0eaf14fa2e57f4fa9d8afccc5ee0f58436934a5b753fcf1f29495,[8]
2ce3565260f77db7b4333e56ccc8a6e092c683d7905a71bb1568a0dbaebd55a9,[8]
46859bc9fd86469a05f0d923e148678cf404c2c6a4c4ca0376ff1901744d3e87,[8]
d7b738fb008f288a729f749ea36aa7101d2802d4100d18cc3f2c760421aa2a94,"[2, 5]"
48438e22d3e2e80f01f6aea10fe6cbd3c0a89c78532aabeb2f470e333d9e0533,[8]
f0f762b601d7da05bdf21779a992d5138e1e917032d118b2fc31bae9ac5d42ef,[8]
d14ebdd3849dc208736c2a6108244a9270b37a733cd7e2f508d7c806d3a9d5e0,"[4, 3]"
012c1276a23c056b4f7e956745e217e69662706998be65b662d74d54d7e3fa54,[1]
e0e4032d6134211f4bccfec9bda21433b5497f9c9b9bf846375a467479010c13,[8]
d3fcc3757ae3f1f5ce7f16e8934ea907f2c486cd83ebbfd5284faf89c7389b30,[8]
17abf3e69578853b182272c68a03efb8e25c2aa563ac06e3e7c4bb835e60a47f,[8]
a6d657fe8837e09ff22a6df0bf8b383dc9252ef30d1f8a52635b3f2723a69cd0,[8]
26e138009f5946227212dc836112c5bd786958100e4e83595412676dcbd9a735,"[5, 2]"
2c650226c7d7c6c9141241ffa8522b60fb14003626b0f2a6fd172d74c07fc176,[8]
1bd42425e48cb58fa447d7f1ac5f39e49c3f71ff98a603335c554200a7d5f3fc,[8]
5168f33bfd1d128035b4d81327a695dd6c50dc2398f5e03089a03001bbdc2a06,"[4, 1, 1]"
197240dcd559190515227a613ef226fa13ee4ed2c973b1afc874beb284425bf5,"[2, 5]"
f6e4d7e5ecb290c37f4c8acc93cdab137d23e8779e64115544ce1e1300ed3fed,[8]
a5ab4a74dd7464be56ec8140055c8c84e73f1f0747b83e71b483013f7fd8ae58,[8]
3d0dcbb784a141ce027fef1b2d06b141a9bb9c21a7a933acec575808e9ca7ff4,"[3, 1, 1]"
a0d29cf7c3003e63c067e18e1b88c3c2114d2ee63e02478fe8e91252949594ea,"[2, 4]"
e909f811ff75ef90d3dc68ca5dca1759f6dbfb3d9cf772b9d144515713b08ead,[8]
6d40c2bc8c4723535713eabb268129b00237058cd5712e3cbb1735f3c0217d4c,"[1, 6]"
207bc77b233eb42aabc2a4c20976ce8e347073d62fcf8988273cb058f0490725,"[1, 6]"
087fb8692f6bb5d64ed69a81ef1983dfa1500a4aa13d7018f142b692cafa6c0b,[8]
cae351329517f64beef8eaa3ef725e6b653f868475eb7d176ebe3deaf8cef178,"[6, 1]"
1a6e87643288efb0c44e7dc403cf18279be9ee484040a5091a7ef80530846a2b,[8]
8fd72fbc49bbb677231fe4c11f93edbf38c8d3a2816ba80c9939632e3fe993ee,"[1, 5]"
05b3105ce99213af6c0a4acc400fa81061db301a211c46fc3e90954ebdd352df,"[3, 4]"
913216a668149b00419d17fdabb134a94ed2894f01aa3c7ed4f5c494de00a3ff,"[4, 3]"
b401fd63bcacac64d703aa6b11afa124fc75a4b06fbce5c4c09e7ec340b68d3d,[8]
a562309c6c16b3bcc7cc0cad43bdf1d3f2918879d91f06d884fe243a26be7da8,[8]
6dddca7e86b81993418d33ea70e3b49573c0dcea10c509c129478a991beed106,"[2, 3]"
1f676f0ad0745163a2a4cec39639472c58238e901987375aed2a987121a3426f,[8]
0b98b54b252e7dd1735131d615a6f841978fe303136454bd1041a1aa1b4ddc2e,"[2, 3]"
d76f8558dbb469e81cb7e20f6426c242698094104e013ea99e6a4336c5e8d132,[8]
0aaedf72169a23bd5a4ad0a7563d67666aeb4550cd00f43805df8ce6b4dfa386,[8]
3b07556730621e1ac0e93c14c54972d6a616b88b3884a91c756d9fbf9b54ed44,[8]
a851bf5311805927978375862ecacbbb313162876de6bce5fb39c097f3445701,"[2, 1, 3]"
2c4ab24db1f254052f4d3d719968016048be42526b221b2679f52f5f5c447b59,[8]
14a0b40cc23569f7beda40b9f73387b0187583d737a5fc9c4b2a167f67707aae,[8]
ffda2a753ce93a8e597cc31057b62800e4cec11441b7dd42c827f9005b73408b,[8]
14fb38c743b01923db29a7326fc72aea0e7c68821c9ca03ab1361740bcb45de3,[8]
e319364f0e4fd74c2920cbdd0b88e174414da744eedd066a1627ac308e183ddf,[8]
055fc9fe5cd3590d93b13a55920b9b8a32be8aeada4a9e20efc73523570d0ce6,[8]
a57293852a756314254eadf9589eb9d1a07916f6f07da660e5f17ec08cab34b1,[8]
c85ef2ca950651c148438a6c9aeec9954a1f197fd700a920f7987e025db1afe0,"[1, 4]"
